ID,Score,Review
97,5,"Very HappyI have had so many vacuums that have been unsatisfactory including expensive Dysons, that I was hesitant to buy yet another one. When I saw this Bissell for $199 I thought I would give it a go. I am so happy with it. It is light, easy to manage over my floor rugs and floor boards, has great suction, easy to empty. Manages dog and cat fur with ease and has no clogging points. I haven’t found anything negative about it. Definitely can recommend"
98,5,Bissell helix upright vacumPurchased my Bissell helix vac from Harvey Norman a couple month's ago. Just love it. I'm a very fastidious person and had many vacs. Well this fellow kills them all.Being a age pensioner I couldn't afford to spend many hundreds. This machine cost me 199.00 and it's brilliant light weight so it's much easier for me to use and empty. I would highly recommend this product.
99,5,"Best vacuum cleaner I've ownedI use this on carpet and and ceramic tiles, and occasionally corners of ceiling or window sills etc. I was happy with my previous vacuum cleaner (a cordless Vax) but I accidentally broke that. It wasn't until I impulsively bought this Bissell one that I realised that the Vax hadn't been doing the job. I don't have any large areas of tiles, so I can't really comment on how well it works there, but on my carpet it's been perfect, the suction is powerful, and it has a large capacity to collect all the dust, hair and crumbs that I would not have thought was even on my floors! It has all the attachments I've needed and they are stored on the vacuum cleaner, which I like, to keep it all together, but easily removed when you need to use them. The cord is long but you only take as much as need to use. I don't find it to be noisy, unless I accidentally vacuum tiles or a low pile rug when on the carpet setting, or vice versa. It's easy to change between the settings. It's also easy to maintain and clean the filter. I'd definitely recommend this."
100,5,"Really impressedVery quick to put together. works great, I couldn't believe the amount of dust and hair that came out the carpet. Seems like a sturdy design, light & easy to use. Do not use on flimsy bath mats as the suction is so strong it will suck in the mat! IF this keeps working like this in a couple of years time - it will be the best vacuum cleaner I've ever used for carpet and pet hair! Love it. With the adjustable height for the power head was also very effective on tiles and wood floor."
101,5,"best Ive every boughtGreat for carpet deep clean
Very powerful suction
Great attachments
Wide motorised head
Strongest Ive ever seen. Ive worked with professional carry backs that professional cleaners use but they are nothing in comparison to the powerforce. The wide head means that you cover more area faster. Motorised brush is great for carpet."
102,5,"Great valueI purchased this vacuum cleaner because quite frankly it was cheap and it was all I could afford. For a $108 I was not expecting the world's greatest but I have been very impressed. I am cleaning low pile carpets which I thought were quite clean but was very surprised at the amount of dirt this cleaner got out of the carpets. Very, very easy to dismantle and clean as it is all plastic. I am not expecting it to last a lifetime but if it runs OK for a couple of years I will be very pleased. I also like the fact that it comes with two replacement belts."
103,5,"Gas pedal is on the wrong side for AUWorks well the suction is good, Small dust partials and dog hair.
I have Hyperacusis and use it with high performance earmuff's on.

The gas pedal is on the Left being it is the America's #1 brand, you have to kill the power if a thread pulls on old carpet you have to cross legs to switch off, but there is 2 replacement belts supplied I have not needed to use one had it 3-4 months.

I have large rooms of carpet and I find it easy to zip around the area.

Good value for the money.

Washable filter."
104,5,"Great productDoes the job, great picks up every thing best vacuum cleaner we have had.
A bit bulky in tight spaces generally does a very good job.

We are very happy with it."
105,5,"Absolutely love itHubby and I bought this cleaner to do the carpets and rugs in our disgusting rental property in April 2024. We have previously owned a Bissell carpet cleaner about 9-10 yrs ago and it survived 10 yrs of use every 3-6m including puppy training and living in a mining town (extreme dust and coal in the air).
The good:
- It reallllly cleans! First go every time. We tested it on our rentals carpets and its worked like a charm but the real star was our 3yr old extremely dirty long shagpile rug. It was brown and has come back to brand new grey tones! Super impressed.
- The brushes really scrub the carpets/rugs as it goes, rather than just spraying water on then sucking it off like a vacuume would. This thing gets reallly deep into the fibres with all the bristles resulting in your carpets being ""fluffed"" and super clean.
- Lifts even the most stubborn stains.
- Completely gets rid of smells and lingering stenches in carpets even if they've supposedly been cleaned only 6m ago. Our new rentals carpets were releasing this off curry/dirty/sweat/cumin type of smell and they've completely stopped since we used this machine.
- Easily sourced, we got ours on sale at Godfreys
- I love the handle shape, it really makes it easy to hold and use. Its a nice big loop that is easy to grab at any angle and suitable for those with arthritis in their hands etc.
- I like the cord wrapper on the back- makes it easy to store and contain the cord as you go you can just unfurl more as you need it- preventing you from tripping over it as you walk backwards.
- Bissell hasn't let us down before and seems to be a trusted brand, the cleaner is well made and seems great almost industrial quality.
- I like that it lights up on the bottom of the machine what mode you're on so you can easily see what setting you're set to and change quickly and easily. But that the button to do so is on the handle, which stops you needing to bend over to change the setting. Its a small thing, but its helpful.
- I really love that it steams as well as cleans. We really needed the steam function in this house and its absolutely disgusting what it's lifted out of carpets we were told were clean.
- Easy to use once you understand how to use it to its full potential.
- Easy to set up for that first time. Pretty self explanatory really.
- The chemicals it comes with really work! We accidently used less than half of the required amount and our carpets have still come out so so clean and smell fresh as a daisy! All marks and smells are gone!
- I like that the chemicals are very easily sourced Australia wide.
- I especially love the tray that goes under it. That it comes with the machine too. I love that this tray allows you to clean the machine after each use. It scrubs the brushes and then allows the machine to suck up the dirty water- preventing you from needing to carefully carry a tray full of dirty water through your house to the sink.
- The tanks are a pretty decent size. We got a whole 3mX2.5m room/rug done with each tank.
- When done properly, the carpets and rugs were dry in about 4-6hrs on a cool day.
-The added attachments like the hose and handle parts are so helpful. I can't wait to clean my lazyboy recliner. If the carpets and rugs are anything to go by, it should come back looking brand new like they have.
- I really appreciate the corner tool. Makes getting in the creases and corners so easy especially with things like stairs and car seats etc.

Things that could be better
- She's really loud... You're going to want hearing protection with this one.
- She's really heavy. This is not self propelled so I imagine it would likely be too heavy for those who are elderly or cannot lift and maneuver heavy items. Though, it is upright too, so it's not like moving a couch, its more like just a super heavy upright vacume. - And for the level of clean this machine gives it's well worth the weight of it. But that's just something that people should be aware of going into it.
- Making it self propelled like other machines on the market would make it much easier to handle.
- It'd be really handy and helpful if there was a tag or picture on the machine that teaches people how to actually get the most out of it. There are a lot of reviews here saying its flooding people's carpets, however that is 100% the fault of the operator not the machine. You need to go regular vacuming speed forward (or perhaps a smidge faster) and really slowly backwards sucking the water out. If you go too slowly forward of course its going to flood the carpet! Putting a little tag with pictures or steps on the handle like it has showing the assembly and modes would be very beneficial I think.
- In a perfect world, it'd have a retractable cord like a vacuume does but that's really nit picking I suppose.

Overall though we are absolutely blown away by the performance of this cleaner and will absolutely be recommending it to all our friends for their homes. Its definitely money well spent."
106,5,"PowerfulI have about 6 rugs all up throughout my house and it them all very well, also cleaned my car brilliantly as well. Very easy to use, self cleaning function is helpful too."
107,5,"Epic resultsThis machine removed stains my previous Hoover couldn't. Easy to use and clean, steam works really well. Controls in the handle are a nice touch. The quick dry mode had most of my place ready to walk on again in under an hour."
108,5,"Stick with a mop and bucket unless you have money to burnDoes a good job and floors are left pretty dry. Can do all my hard floors on a single charge. Does allow you to mop without vacuuming first - probably its biggest plus. Have to empty dirty water container once during a clean and at the end. There is still cleaning of parts/containers at the end. Don't bother with the expensive add-on cleaning fluids - they are not needed at all.
And if you stick with the mop and bucket Choice Magazine research indicates that all the various hard floor cleaning products perform worse that just plain hot water!"
109,5,"Big ImprovementAfter mops that just moved dirty water around the floor, we are happy with this cordless machine.
We live near the beach in tropical Queensland and we have shiny porcelain tiles throughout our flat. While light and bright, they show every mark. So this mop is not much different than using a cordless vacuum and does a very good job.

We bought the Bissell cleaning chemical with it. But would not buy the chemicals again, we find warm water gets the best results (see Choice magazine report).

So far, after about 4 months and used every second day, we are happy with this product."
110,5,"Bissell Bliss!How it All Began:
So, at the end of October 2019, my Wife and I were commenting on the ineffectiveness of floor moppers, sponge and other types and we happen to be in Harvey Norman at the time for something else and had a look on what was on offer for automated floor cleaners.

We observed an array of devices and I remembered someone at work had mentioned a brand called Bissell so we asked the sales person about it. The Bissell brand of floor and carpet cleaners were said to be one of the best with no customers returning a Bissell cleaner (so he said). We had a close inspection of what was on offer and saw they had the CrossWave Cordless Professional 2582H model and one that was out for demo.

I gave it quite an extended demo and thought this could be good. So, yes we bought it for a discounted price of $510.

Setting Up at Home:

Unboxing and setting up was relatively easy. The cleaner had a limited amount of parts: The body and handle, the water tank, the dirty water tank and the internal parts, the spinning brush roll and the brush roll window.

Once set up and after a full charge I filled up the water tank with hot water to the gauge level and topped it up with the Bissell hard floor cleaning solution - pretty easy.

I then pressed the hard floor button on top of the handle and the brush head sprung to life. To add the cleaning solution, you press the trigger handle underneath the main handle.

The device moves on wheels and for me it is light enough to operate one-handed.

The cleaner has a very handy stand tray which will capture any solution that may drip out after use. It also has little areas where you can put the attachments on - very well thought out.

First Run:

So I went over all the hard floors in the two bathrooms, two toilets, laundry and all the hardwood floors.

The cleaner has a handy battery indicator at the top of the body so I kept a careful eye on that. I probably spent a little extra time on each floor than I needed and used up the solution before I finished the final area, up the hallway back to the laundry.

First Results Impression:

The first thing I noticed was how much cleaner all surfaces looked, especially the polished wooden floors - looked shinier. The grouting on the bathroom floors were much cleaner, as if they had been manually scrubbed with a brush.

The cleaner also picked up some dog hair that I missed in vacuuming, which just made everything that much more cleaner.

The cleaner was easy to get into almost all places - everywhere a normal pad-type mop can get to.

Dismantling and cleaning is exceptionally simple. For the parts that come off; you just take them off and rinse them off in hot water.

The few bits of pet hair pull right out of the bottom area behind the roller and the tube at the bottom of the dirty water container.

6 Months Later:

Now I've got my method down-pat; I clean all the hard floors and still have two out of three lights left on the battery indicator and I have just a little cleaning solution left.

I have noticed that on some occasions when I have taken a bit longer in some areas that the battery lasts longer so it appears the more you use it; the longer the charge remains in the battery.

Overall, I believe the Bissell cleaner has made my house cleaner and more hygienic, as it is quite a powerful and thorough device. It picks up what is missed in vacuuming.

Final Thoughts:

A very well thought out robust machine.

Would I recommend it: Yes, absolutely.

Does it improve the cleaning process: Yes - with both ease of use and excellent results.

Areas for improvement: Slightly bigger water containers and battery because some days you want to clean areas longer that are dirtier than usual, especially in the wet and wintry seasons.

If I were to rate it: 4 out of 5.

Last words:

Near perfect.

Bissell: - if you have a newer and improved model: I'd be happy to try it out.

This has been another Ant Review. I hope you have enjoyed reading it as much as I have enjoyed compiling it.

* Look for my next review on Product Review: Bissell Proheat 2X Revolution Pet Professional Carpet and Upholstery Cleaner, model 2457H."
111,5,"2 in one floor cleaner does the job!Vacuum cleaner and mop in one. Gotta love a machine that cuts your cleaning time in half
I use this with ease on my 3 bedroom one bathroom house with floorboards. the tank needs to be filled twice. The waste tank needs to be emptied twice. It takes a special cleaning liquid mixed with water. I buy the solution when on sale.
Being cordless you don’t have to drag around a cord. Battery lasts for the whole house. It’s quick to recharge too.
It’s fiddly to clean the parts. But I can see how much dirt it pulls out of the boards."
112,5,"Used on the hybrid flooring ok and cleanI have a friend used tineco s3 and i have tried s3 as well. I found the fucntion less complicated than tineco s3 (fancy lcd) and price point is cheaper than tineco s3. HF3 clean the floor as well as the s3, can't tell the different and HF3 clean well. Once finished mopping the floor, clean out the dirty dush/hair/debris from the roller, empty dirty watertank , fill up clean water tank, run 4 x self-clean (good and clean for the roller), take out all the part and rise with clean water and let it dry, dry time for roller can be longer as it thick fibre.
The only down side for now, Bissell haven't respond my email over 2 weeks about purchasing a new extra roller for my HF3, and I couldn't find the roller on the market for the HF3.
"
113,5,Much better than the Bissell crosswave pet proAfter having to replace my corded Bissell crosswave pet pro under warranty as it stopped working to the hf3 model o am impressed. The battery life was long enough to do my entire house. The only down side is you have to vacuum first for best results. And even the minimal collecting of debris gets caught up at the back of the roller. Even on cleaning cycle there is still a small amount of dirt and fur . Other than that a much improved model from Bissell
114,5,"Effective carpet and rug cleaner for small areasI needed a carpet cleaner to remove and deep clean food, drinks, vomit, urine, foot traffic and dust out from my carpets. The cleaner is pretty intuitive to use - fill up the clean tank with warm water and Bissell solution, unlock the upright stand with the foot pedal, spray the solution back and forth and repeat again to extract the solution from the carpet. The slower you go, the better the results. The amount of dirt that can be collected in the dirty tank is unbelievable - even after a thorough powerhead vacuum. It does good job with new stains and also old stains if you use Bissell Oxyboost additive and pre-treatment. The water extraction is efficient and carpets dry in 2-3 hours. Cleaning the head is easy enough as the extraction nozzle clips off and roller brush comes out with one screw for a rinse. It works well on flat rugs and low pile rugs, but no experience with shaggy rugs. It will also work on chairs if they're flat.
Only downsides are the slight leaks during use (keep it on a towel when standing upright), the clumsy emptying of the dirty water tank and small capacity of the clean tank which means you have to rinse and refill frequently, even for a small room. However this is only designed for small jobs and I can easily see a bigger tank as adding unneeded weight. That's why Bissell made the ProHeat x2 and Big Green for larger areas."
115,5,"Great vaccum for the price!I bought this as a secondary vaccum and didn't hold out much hope for it given the price but I'm actually really impressed. For the price this stick vaccum has good suction, picks up dog hair no problem, easy to empty (which I love) and vaccums really really well. Also has a light so you can see dirt, hair etc. I'm actually going to buy one for my sister. The only thing I would say is, it is a wee bit heavy but other than that, I love it and I would highly recommend! So much better than the Dyson I had"
116,5,"After weeks research picked the right vac for now....,Had for two weeks. Got it for $278 with 20% off sale good guys. Way better than Dyson replacing. Quieter. Head doesn't get tangled with long hair. Heavier unit but now use to it. Not adjustable wand but didn't need."
117,5,"Best cordless stick vacuum ever!!!Best cordless vacuum cleaner I’ve ever had! I use it on thick rugs, floor tiles and timber floors. Leaves no marks, glides over the floors without any delay! It’s quite too so I can get the housework done without waking up everyone! HIGHLY RECOMMENDED!!!"
118,5,"Love this product - absolute time saverWe have 4 little dogs, so I was desperate to find something to cut down my cleaning time.
I don’t tend to use on our carpets as I use our Bissell ProHeat, but I use the Crosswave on our porcelain tiles and rugs. It does a great job, is easy to use and leaves the house smelling really fresh. It vacuums and mops in one go and I never have to touch up any left over hair etc. TIP: To avoid streaking make sure you do not put too much product in."
119,5,"Great for dog ownersWe have a fully carpeted house and frequently foster dogs for animal rescue so it can be a bit of a mess at times.
The Bissel Crosswave does a great job of cleaning the floors and handles most stains with a once over pass. The water tanks do need changing quite a bit compared to a commercial carpet cleaner and it’s fairly heavy to push when it’s on but that’s because of its powerful suction. It’s also pretty loud, louder than a vacuum cleaner.
It’s important that unless you are tackling a wet stain that you vacuum first to get the best results. So far it’s been able to handle all the fluids that a puppy can accidentally leave on the floor.
All around it’s an excellent machine for its price if you need to regularly clean your carpets.
One star off because if you are in a rush and forget to empty the waste tank it can leak a little."
120,5,"Good value for its priceHappy with our purchase. Although a bit loud, our previous one (different brand) has been way worse. We find this better for its price. Power is good as well. This does its job. Has a few different bits and pieces for vacuuming couch and small spaces which I find it great. Had it for around 6 months already and nil issues on short circuits.
One downside is it's not wireless but would not complain for its price. Also we just find when vacuuming our rug that due to its motor power, it sucks the rug most of the time. We do have those shaggy type rugs in the living. However, nil issues on timber floors. So far, we are happy with this purchase."
121,5,brillentbought yesterday very easy to put together just have to attach handle im in a caravan with hard anex carpet hasn't been cleaned properly in 20 years the amount of dirt pulled from the carpet was amazing i filled the 1 litre dirt catcher to the top on the first clean on the second pass it was half litre of dirt the vacuum is loud but worth it
122,5,"A great machine. Pleasure to usePurchased two weeks ago and have been amazed at how well this machine has performed. Used on carpet only so far and it has brought up so much fine grit I would never have thought was in the carpet. Carpet looks better, especially in the tracking areas, and has come up feeling softer. Easy to use, empty and clean filters. Would highly recommend this product. A joy to vacuum the house."
123,5,"AlrightGood suction, wide head, turbo head is good it does make pushing easier, it feels like it pulls it forward when head is turned on which is another good function to turn on and off. Love the led lights. A little bulky but ok. Only used it once so I'll keep you posted of performance and reliability. Sticker was $399 retail at Harvey Norman and only paid $369"
124,5,"Great VacuumGot this recently to replace our previous brand that we thought was pretty good.
We are very impressed with this. Comes with 3 vacuum heads, one Turbo with revolving brush for carpets, another with a brush for hard floors and a normal for both as well as smaller accessories attachments.
All filters are washable too.
It is for its size, which is small, a bit weightier than our previous one, but tells the motor is a seriously well built and a good one and proving itself to be so. Noise wise it starts off soft, builds up in several seconds but is not anything over the top. Just loud enough to let you know it's got some serious power.
All the heads work great for what they are for.
We are really happy with it. Just a few sweeps over the carpet showed it picking up more than we expected to see in the barell.
Yeah it's capacity litre wise is smaller than some but the job it does is wonderful.
We have zero regrets with this.
Comes with everything you need.
Two thumbs up.
From some reviews, forget influencer ones they are rubbish, but from, I say, some supposed verified buyers, we read that taking the cleaner barell off was difficult, and the top to clean the filters. But we have not found that to be so at all. My misses with her bad wrist from a failed operation can do it, and she has issues with lots of things. So the stories of how hard it is, to me, is rubbish from competitors.
Follow the instructions and its easy as!
Very good Vacuum."
125,5,It’s the secret to my spotless houseI am obsessed with Bissell Crosswave. Its cleans the floors picking up all the bits and bobs of food or whatever and at the same time mopping the floors clean. The dirty water doesn’t mix with the clean water. The self cleaning part has to the cherry on top. Highly recommend it.
126,5,"Ease of set up great on tilesPurchased BISSELL clean view, we have a dog and the daily vacuum was becoming a chore for my husband, he brought this robot vacuum and today’s it’s done exactly what it says it does, so as far as hubby concerned job done, programs it to start early morning so house looks cleaner"
127,5,Great long lasting vacI've had this for at least 7 years and it's still going strong. The battery is diminished and the bristles are worm down but it still cleans as well as it did when I first bought it.
128,5,"Most Preferred little suckerCompared to my other more Expensive vacuum,my BOSCH is the most comfortable to use and most preferred for reliable for battery life. I will purchase another for each end of the home."
129,5,"Fantastic vacuum cleanerPurchased the Bosch cordless vacuum from The Good Guys for $199. It has 3 speeds & transitions well from tiles onto carpet without a change in the dials. The battery life is quite long compared to other makes & brands. The machine is relatively lite in weight & moving it around into tight spaces is easy. It's bagless which is cost effective & has washable filters that can also be replaced after heavy use. Charging from zero to full does take a few hours, this is the only down fall I've found since purchasing it."
130,5,I love this stick vacuumIt is so light and has fantastic suction on both tiles and carpet wouldn’t buy anything else
131,5,"Love my BoschThis is my 2nd Bosch Vacuum cleaner. I love how its solid & not flimsy. Have had this particular one for 2 years, my only frustration is the battery is now only lasting 7minutes when fully charged!"
132,5,"Great vac, sucks up the dog hair very wellIf you have any cordless Lithium-Ion battery vac including this Bosch, I STRONGLY recommend you do NOT leave it plugged in on charge all the time. If you do leave it plugged in on charge all the time you will damage the batteries and they'll lose capacity very quickly. Use it till it's nearly flat *then* charge it, and most importantly unplug it after it's charged. If you do this, the batteries should last many hundreds of cycles (i.e. years).
Have had this vacuum for about 4 months now; very happy with it so far. We're using it mainly as a second vac, on tiled and laminated flooring, with a little carpet and rugs. Works great on all these surfaces - picks up the dog hair without fuss on the first pass, on the ""regular"" power setting which is quieter than our main Dyson. As we're only using it for 5-10 minutes at a time the battery lasts ages between charges. It's also easy to empty the dirt chamber."
133,5,"Great cordless vacuum cleanerThis was a test purchase to see if this vacuum cleaner would suit our household compared to the good old pull along model we have had for years. It does what the marketing spiel says it will and better. So much so, we bought a second one (the Bosch Athlet 25.2V White BCH6AT25AU) for our parents home. The old pull along vacuum hasn't been used since. This cordless vacuum cleaner has a lithium ion battery that lasts well and three settings to allow extra suction when necessary or on light suction for a quick sweep over the tiled floor. You can park it anywhere and it stays upright and out of the way. The head swings sideways so you swivel the handle to can get underneath chairs, beds etc and not miss anything. Cleaning the filters is quick and easy, as is cleaning the sweeper head brush and it lets you know when it's time to empty. We have a small dog and chose the Zoo'o ProAnimal model to manage the hair situation - again, the product performs superbly as promised. Charging doesn't take too long and the best thing about the lithium ion battery is you can charge enough to finish a task and plug it back in to finish charging, without impacting the life of the battery. As I said, we love it so much we bought a second one. I have read elsewhere that some people have found it hard to push on high suction but I found it great exercise and reassuring that the carpet/rugs were getting a good ""do over"". Very impressed. Highly recommended."
134,5,"3.5 product, 5 stars for customer serviceGood vacuum used for carpet and floorboards. Have had for 2 and a bit years. Roller on the head piece stopped spinning ($160 to replace). Dealt with parts department and customer service @ Bosch. Parts department were friendly, and customer service woman (Jan?) was absolutely outstanding. Resolved the issue for me. I don't know what the lifetime expectancy of vacuums is these days, but 2 years (4 months) seems short... so from a product perspective, 3 stars, and from a resolution and service perspective - flawless. Thank you!"
135,5,"This is a well built and great performing vacWe purchased this vac from Harvey Normans about 4 years ago. It runs perfectly, sucks up dirt and grime like you would not believe and has performed without a hitch. Because we live in a 2 storied house my wife purchased a top line Dyson 2 years ago - one for each floor. The Dyson cost twice as much as the Bosch and, while another great Dyson product, it is not really any better than the Bosch. The major difference is that the Dyson motor and dust collection are up at the top so you have to carry that weight. The Bosch has all the weight lower down and so it is not heavy in the same sense that the Dyson is.
Both good products but always consider this Bosch. It is a great and reliable machine. "
136,5,"Cordless ease and great suctionI've had this vacuum for two years and the suction was so much better than my Dyson. What I love the most most is the cordless feature as I live in a town house with two sets of stairs. No more dragging cords up flights of stairs behind me and always switching power points! I note that some people say that the suction fades. It does but if you clean the filter once or twice a month, the suction is regained. I do a lot of vacuuming so I maintain this vacuum cleaner well. It is also important to clean out the head as it doesn't take long for this to become clogged with hair etc.
I did have one major problem with it. The handle snapped about a month ago ... but Bosch have agreed to replace the whole unit so I'm very happy with that.
That problem aside, (perhaps I was just unlucky), I'd say this is a very good purchase."
137,5,"Good vacuumThe vacuum moves well between different surfaces like tiles and carpet. Good suction level on turbo mode but the battery runs out quite quickly.
The handle cracked while vacuuming my carpet but Bosch were kind enough to offer a replacement."
138,5,"Just loving thisI am just loving my Bosch Vacuum, it’s so easy and handy to use. With full charge I can do my whole house on middle setting. I was amazed when I use this first time and how nicely it took all dirt away, once we played Holi (Indian festival played with colours) my alfresco was full of colours and I was surprised with the cleaning what this vacuum did, My friends got impressed too. Also it picks up the dirt from corners too. So happy with it."
139,5,This is great! Wonderful customer serviceLove this vacuum. Our first one was over a year old when it stopped sucking effectively. After showing Bosch they replaced it with a new one! Excellent company to deal with.
140,5,Battery dies after 5 minutesWe bought the Bosch Athlet about 2.5 years ago and it performed well except for the last few months where the battery power has become shorter and shorter. It now lasts for 5 minutes at the most. This is disappointing in view of Bosch's reputation for excellence. Otherwise we have found that the vacuum performs well.
141,5,"Absolutely love it .... butAbsolutely love this, I have 2 one upstairs and one down .... but the downstairs one although fully charged, cuts out after 2 mins. Very disappointing as these are the best I’ve ever had. I’ve had this one for about a year"
142,5,"Some good, some bad pointsI have owned the Bosch Athlet for four years now. There are points about it that I like and some I don't. Here is what I like: the battery life is good. The original battery is still working with enough capacity to clean the house. The machine is light and the suction is sufficient. Negatives: Small stones can get caught in the brush drive, which makes it significantly noisier. I actually bought a new brush head after three years. The detachable handle can break easily if your kid decides to use it as a witches broom."
143,5,Perfect little vacuum goes anywhereMy lg is fantastic it goes anywhere and does my hardwood floors faster and more battery life and I can get the whole house done on one battery
144,5,"Purrfect for pet ownersWhen I got tired of dragging my regular heavy vacuum around and decided to give a stick a try, I went for a cheaper brand thinking if I didn’t like it I wouldn’t loose out much. Such a rookie error! I wish I would have just purchased the LG CordZero A9 to start with. I have polished floors throughout and with 4 cats they can sometimes look like I have a few fur rugs!
The CordZero is so light and easy for me to handle, I have a shoulder injury and have had no problems vacuuming the whole house in one go.
Never had to swap batteries mid clean and having the extra battery on hand just in case is a bonus.
It has great suction on the timber floors, picks up everything without leaving marks or scratches as my previous vac did.
Stacks away neatly in a corner of the spare room.
The only two negatives I have is that I find it a little tricky getting tangled hair from the roller, I usually have to use scissors and it is a lot noisier than I thought it would be.
I do love it and would highly recommend to anyone looking to try a stick vacuum."
145,5,"LG Cord Zero Handstick Vac Multi (A9N-Multi)Context
I have owned a couple of Dyson stick vacuums. I also previously owned the Dreame T30 which I thought was better than the Dyson. I was happy with the Dreame as it had good performance, multiple accessories and you could also get an extra battery for longer use. Unfortunately, the battery that came with it stopped working within 12 months. Hence, I was on the search for a new stick vacuum. After reading lots of reviews I settled on the LG Cord Zero Multi.
As I have robot vaccums, the LG Multi is mainly used for getting into areas where the robot can’t go, doing the stairs, small ad-hoc cleaning and also handheld applications. Features that were important to me were batter life, suction and the ability to pick up pet litter and having different accessories for different cleaning jobs (I had gotten use to those because of the inclusions that Dreame T30 had).

It is used on hard flooring, rugs, lounge chairs and soft furnishings.

Overview
I had the LG Cord Zero handstick Multi delivered to my home. It comes well packaged.
It comes with a multi surface nozzle, hard floor nozzle, 2 batteries, a dock that can be floor standing or attached to a wall and a few different tools (combination, crevice,

Pros
- good suction performance. Works well on area rugs and hard flooring.
-Comes with 2 batteries as standard. One on the vacuum and the other sits on the docking station and both charge at the same time.
-good battery life. Using different suction levels helps extend battery life further. Turbo does drain the battery
-you don’t have to hold down the power button or a trigger for continuous usage
-easy button push to open flap to empty vacuum
-easy to adjust the length of the telescopic pipe if member of your household vary in height
-ability to wall mount or use in floor standing mode depending on your preference. I initially used the floor standing mode and it works well. Have since wall mounted.
-easy to manoeuvre and reasonably lightweight
-availability of additional tools to purchase.

Cons
-not great with large debris. It will pick up cat litter but the large pellet kind or large cat biscuits it doesn’t pick up as an example.
-not enough storage for the tools that come with it. You will need to find an alternative storage solution. I use a plastic tub to keep them together as I purchased extra tools anyway.
-as a multi cat household we do pick up a lot of pet hair. As its lightweight it doesn’t fall out when emptying. I think this is partly due to the width of the cannister. It can be a little fiddly to pull out manually. This wasn’t a problem I experienced with other brands.
- some of the additional tools do feel overpriced for what they are.

Tips
- Removing the floor base once installed was a bit tricky so probably better to not set up the floor mount initially if you want to wall mount the stick vacuum in the long run.
-if you want to buy the extra tools, then better to buy the flexi tool kit (or total care kit) for $87 which has 5 tools rather than buying individual parts. As an example the flexible cord sells for $50 and the angle tool sells for $30 from statewide appliances. So for an extra $7 you get 3 other tools including when buying the flexi kit.
- I also purchased the mini drive nozzle as an extra tool. It does a good job of picking up pet hair. I keep that for using on soft furnishings only so I’m not transferring germs from the floor or other surfaces onto the soft furnishings.

Would I recommend
Yes I would recommend this item. I’d choose this over a Dyson stick vacuum."
146,5,"Excellent for a small houseI needed a small yet effective stick vac for my small house. I have no carpet, just one very flat floor rug and hardwood or tiles elsewhere. I have a cat who is sending off more furballs than I can handle at the moment. This little vac does a great job getting into small spaces and comes with plenty of attachments as well as an extra battery. I've yet to run out of battery power even when using it on turbo power.
It's easy to take apart and clean, which is a bonus because my small handheld portable vac is a pain to pull apart. The filters can be washed which is good because I don't need to buy more.

It works very well on all my floors, even my little rug.

Highly recommend this vacuum."
147,5,"New found freedomLight weight and the 2 batteries are great.. It is also very good for removing pet hair..
My only reservation is the fact that one has to make sure all the bits are sucked into the holder or there will be a small pile left behind .
Other than that l really like the option of no cord and bending over and pulling of a big vacuum cleaner.."
148,5,"A new experience of the best kindI had many cordless Vacuum cleaners before, but not one can compare to the LG cord zero A9K-AQUA. 1. Easy to use, 2. Easy to empty ( really easy) , 3 . Brilliant suction 4. Comes with 2 battery's and both can be charged together. 5. Has a rotation floor mop, absolutely brilliant for my floor boards, tiles and slate floors. I have the Vacuum now over 4 months and still be thrilled."
149,5,Perfect for daily cleaningHas been a fabulous helper. Bought it for suction and mop option (considered dyson but they don’t have the mop option at the time) and I am very satisfied. Use mop for hard floors and vacuum on carpet and both always comes up clean. Various attachments also makes life easier for different types of cleaning. Fouble batteries works wonders.
150,5,"Best vacuum I have ownedI love my LG vacuum.
The best features are:
The suction - three suctions. The most powerful picks up my huskies hair from the carpet. Battery lasts long too.
Compact dirt - the handle on the side pushes the dirt down so you can continue vacuuming without having to empty often.
Two batteries- the tower even has space to store the battery so they are both fully charged. Especially if you use the power suction.
The tower - automatic emptying. Saves time and I love that you place it on the tower and it does the job for you.
It is not as noisy as other vacuums.
My husband wasn’t sure about LG because he likes the Dyson but he has been converted."
151,5,"It’s a decent product but without the WOW factor!Got my first cordless stick vacuum cleaner and wasn’t sure what exactly to expect. It cleans dust well, is easy to handle, light weight, has good battery life and is easy to store. However, the suction power isn’t great for other bits on the floor and you’d have to pick that up manually. Rest, love the fact that there’s no wiring to be mindful of when cleaning up which is the best aspect and I am never going back to the regular vacuum cleaners."
152,5,"awesome excellentfantastic product easy to use, picks everything up, highly recommend this product"
153,5,I love itI love this LG CORDZERO it is really fabulous for picking up my 2 dogs malting hair. LG life’s good.
154,5,"Two batteries for the price of oneFantastic value. Light easy to use (way better than heavy Dysons). But best of all you get two batteries. Given battery life is THE biggest issue with stick vacs and given alternating batteries is the best way to extend their life this is like getting two vacuums for the price of one as this will basically double the usable life of the machine. Well engineered, very well thought out. Beats all machines within $500 of its price point hands down!"
